sentence_id,token_id,token,tag,,,,추가는 exp로 바꾸는게 좋을듯.
4,3,[SEP],O,,,,
5,2,[CLS],O,,,,
5,2489,또,O,,,,
5,3161,올,O,,,,
5,11843,##게요,O,,,,
5,18,.,O,,,,
5,3,[SEP],O,,,,
6,2,[CLS],O,,,,
6,7150,내부,B-AMB,,,,
6,11177,인테리어,B-AMB,,,,
6,4070,##가,O,,,,
6,2738,밤,O,,,,
6,4073,##에,O,,,,
6,6411,운영,O,,,,
6,4279,##하,O,,,,
6,4034,##는,O,,,,
6,8280,가게,O,,,,
6,4234,##의,O,,,,
6,26781,잔재,O,,,,
6,2024,같,O,,,,
6,4112,##은,O,,,,
6,7000,느낌,O,,,,
6,4007,##이,O,,,,
6,4116,##네,O,,,,
6,4150,##요,O,,,,
6,18,.,O,,,,
6,3,[SEP],O,,,,
7,2,[CLS],O,,,,
7,14984,하지,O,,,,
7,4172,##만,O,,,,
7,6953,분위기,B-AMB,,,,
7,4070,##가,O,,,,
7,3311,좋,O,,,,
7,7218,##다고,O,,,,
7,4086,##도,O,,,,
7,3758,할,O,,,,
7,2967,수,O,,,,
7,3249,있,O,,,,
7,4025,##어,O,,,,
7,4129,##서,O,,,,
7,10817,커플,B-PP,,,,
7,4073,##에,O,,,,
7,4325,##게,O,,,,
7,4034,##는,O,,,,
7,3311,좋,O,,,,
7,4292,##을,O,,,,
7,2048,것,O,,,,
7,2024,같,O,,,,
7,4576,##습,O,,,,
7,6216,##니다,O,,,,
7,18,.,O,,,,
7,3,[SEP],O,,,,
8,2,[CLS],O,,,,
8,7359,코스,B-MENU,,,,
8,4034,##는,O,,,,
8,7822,5000,O,,,,
8,4137,##엔,O,,,,
8,10749,##으로,O,,,,
8,6407,여러,O,,,,
8,6274,가지,O,,,,
8,2946,소,B-MENU,,,,
8,4131,##반,I-MENU,,,,
8,4292,##을,O,,,,
8,17827,맛볼,O,,,,
8,2967,수,O,,,,
8,3249,있,O,,,,
8,4219,##고,O,,,,
8,2677,모,B-MENU,,,,
8,4554,##츠,I-MENU,,,,
8,4086,##도,O,,,,
8,27485,리필,B-MENU,,,,
8,4519,##할,O,,,,
8,2967,수,O,,,,
8,3249,있,O,,,,
8,4025,##어,O,,,,
8,4129,##서,O,,,,
8,2460,딱,O,,,,
8,3311,좋,O,,,,
8,4494,##았,O,,,,
8,4820,##던,O,,,,
8,2048,것,O,,,,
8,2024,같,O,,,,
8,4153,##아,O,,,,
8,4150,##요,O,,,,
8,18,.,O,,,,
8,3,[SEP],O,,,,
9,2,[CLS],O,,,,
9,21800,유자,B-MENU,,,,
9,4234,##의,I-MENU,,,,
9,11285,양념,I-MENU,,,,
9,4086,##도,O,,,,
9,3311,좋,O,,,,
9,4116,##네,O,,,,
9,4150,##요,O,,,,
9,18,.,O,,,,
9,3,[SEP],O,,,,
10,2,[CLS],O,,,,
10,2279,네,B-PP,,,,
10,7735,명이,I-PP,,,,
10,4129,##서,O,,,,
10,7538,만족,O,,,,
10,27630,##스럽,O,,,,
10,4325,##게,O,,,,
10,2654,먹,O,,,,
10,4480,##었,O,,,,
10,4576,##습,O,,,,
10,6216,##니다,O,,,,
10,18,.,O,,,,
10,3,[SEP],O,,,,
11,2,[CLS],O,,,,
11,3079,아,O,,,,
11,13172,매운,B-MENU,,,,
11,2675,명,I-MENU,,,,
11,4271,##란,I-MENU,,,,
11,5018,##젓,I-MENU,,,,
11,4007,##이,O,,,,
11,7359,코스,B-MENU,,,,
11,4073,##에,O,,,,
11,6469,포함,O,,,,
11,4479,##되,O,,,,
11,4025,##어,O,,,,
11,3249,있,O,,,,
11,4025,##어,O,,,,
11,4129,##서,O,,,,
11,2739,밥,B-MENU,,,,
11,4292,##을,O,,,,
11,6565,추가,B-MENU,,,,
11,4398,##했,O,,,,
11,7933,##어요,O,,,,
11,18,.,O,,,,
11,3,[SEP],O,,,,
12,2,[CLS],O,,,,
12,6681,조금,O,,,,
12,3362,짠,B-EXP,,,,
12,12233,편이,I-EXP,,,,
12,4155,##니,O,,,,
12,3017,싱,B-EXP,,,,
12,7837,##거운,I-EXP,,,,
12,2048,것,I-EXP,,,,
12,4292,##을,O,,,,
12,3311,좋,O,,,,
12,4153,##아,O,,,,
12,29365,##하시,O,,,,
12,4034,##는,O,,,,
12,2801,분,O,,,,
12,4006,##들,O,,,,
12,4112,##은,O,,,,
12,6395,너무,O,,,,
12,3304,졸,B-EXP,,,,
12,6965,##이지,I-EXP,,,,
12,3083,않,B-EXP,,,,
12,26147,##도록,I-EXP,,,,
12,6716,주의,B-EXP,,,,
12,4279,##하,O,,,,
12,8553,##세요,O,,,,
12,18,.,O,,,,
12,3,[SEP],O,,,,
13,2,[CLS],O,,,,
13,20313,후쿠오카,O,,,,
13,4234,##의,O,,,,
13,2677,모,B-MENU,,,,
13,4554,##츠,I-MENU,,,,
13,4065,##나,I-MENU,,,,
13,4295,##베,I-MENU,,,,
13,4239,##로,O,,,,
13,6963,유명,O,,,,
13,4283,##한,O,,,,
13,8280,가게,O,,,,
13,10561,##입니다,O,,,,
13,18,.,O,,,,
13,3,[SEP],O,,,,
14,2,[CLS],O,,,,
14,6826,기회,O,,,,
14,4070,##가,O,,,,
14,3258,잘,O,,,,
14,3123,없,O,,,,
14,4025,##어,O,,,,
14,4129,##서,O,,,,
14,6294,이번,O,,,,
14,4073,##에,O,,,,
14,6396,처음,O,,,,
14,6673,방문,O,,,,
14,4398,##했,O,,,,
14,4576,##습,O,,,,
14,6216,##니다,O,,,,
14,18,.,O,,,,
14,3,[SEP],O,,,,
15,2,[CLS],O,,,,
15,8280,가게,O,,,,
15,7150,내부,B-AMB,,,,
15,4034,##는,O,,,,
15,8084,고급,B-AMB,,,,
15,26284,##스러운,I-AMB,,,,
15,11177,인테리어,B-AMB,,,,
15,4737,##였,O,,,,
15,4576,##습,O,,,,
15,6216,##니다,O,,,,
15,18,.,O,,,,
15,3,[SEP],O,,,,
16,2,[CLS],O,,,,
16,2677,모,B-MENU,,,,
16,4554,##츠,I-MENU,,,,
16,4065,##나,I-MENU,,,,
16,4295,##베,I-MENU,,,,
16,4110,##를,O,,,,
16,2654,먹,O,,,,
16,4031,##기,O,,,,
16,3280,전,O,,,,
16,4073,##에,O,,,,
16,16022,소고기,B-MENU,,,,
16,19735,식초,I-MENU,,,,
16,2677,모,I-MENU,,,,
16,4554,##츠,I-MENU,,,,
16,4192,##와,O,,,,
16,2260,냉,B-MENU,,,,
16,29670,##두부,I-MENU,,,,
16,4110,##를,O,,,,
16,6634,선택,B-EXP,,,,
16,4398,##했,O,,,,
16,4576,##습,O,,,,
16,6216,##니다,O,,,,
16,18,.,O,,,,
16,3,[SEP],O,,,,
17,2,[CLS],O,,,,
17,2677,모,B-MENU,,,,
17,4554,##츠,I-MENU,,,,
17,4065,##나,I-MENU,,,,
17,4295,##베,I-MENU,,,,
17,4034,##는,O,,,,
17,7365,추천,B-EXP,,,,
17,4736,##받,O,,,,
17,4112,##은,O,,,,
17,14823,된장,B-MENU,,,,
17,2637,맛,I-MENU,,,,
17,10749,##으로,O,,,,
17,7443,주문,B-EXP,,,,
17,4398,##했,O,,,,
17,4576,##습,O,,,,
17,6216,##니다,O,,,,
17,18,.,O,,,,
17,3,[SEP],O,,,,
18,2,[CLS],O,,,,
18,6396,처음,O,,,,
18,6623,나온,O,,,,
18,2677,모,B-MENU,,,,
18,4554,##츠,I-MENU,,,,
18,4034,##는,O,,,,
18,6531,기대,O,,,,
18,4275,##보,O,,,,
18,4176,##다,O,,,,
18,6681,조금,O,,,,
18,3255,작,B-EXP,,,,
18,4494,##았,I-EXP,,,,
18,4219,##고,I-EXP,,,,
18,6565,추가,B-MENU,,,,
18,4239,##로,O,,,,
18,6623,나온,O,,,,
18,11503,부드러운,B-EXP,,,,
18,2677,모,B-MENU,,,,
18,4554,##츠,I-MENU,,,,
18,4034,##는,O,,,,
18,6531,기대,O,,,,
18,4073,##에,O,,,,
18,17417,부응,O,,,,
18,4398,##했,O,,,,
18,4576,##습,O,,,,
18,6216,##니다,O,,,,
18,18,.,O,,,,
18,3,[SEP],O,,,,
19,2,[CLS],O,,,,
19,6546,결국,O,,,,
19,7538,만족,O,,,,
19,4063,##스,O,,,,
19,4498,##러,O,,,,
19,5133,##웠,O,,,,
19,4576,##습,O,,,,
19,6216,##니다,O,,,,
19,18,.,O,,,,
19,3,[SEP],O,,,,
20,2,[CLS],O,,,,
20,7461,맛있,O,,,,
20,4325,##게,O,,,,
20,3258,잘,O,,,,
20,2654,먹,O,,,,
20,4480,##었,O,,,,
20,4576,##습,O,,,,
20,6216,##니다,O,,,,
20,18,.,O,,,,
20,3,[SEP],O,,,,
21,2,[CLS],O,,,,
21,3258,잘,O,,,,
21,2654,먹,O,,,,
21,4480,##었,O,,,,
21,4576,##습,O,,,,
21,6216,##니다,O,,,,
21,18,.,O,,,,
21,3,[SEP],O,,,,
22,2,[CLS],O,,,,
22,14823,된장,B-MENU,,,,
22,22358,맛의,I-MENU,,,,
22,2677,모,B-MENU,,,,
22,4554,##츠,I-MENU,,,,
22,4065,##나,I-MENU,,,,
22,4295,##베,I-MENU,,,,
22,4110,##를,O,,,,
22,7443,주문,B-EXP,,,,
22,4398,##했,O,,,,
22,4576,##습,O,,,,
22,6216,##니다,O,,,,
22,18,.,O,,,,
22,3,[SEP],O,,,,
23,2,[CLS],O,,,,
23,2677,모,B-MENU,,,,
23,4554,##츠,I-MENU,,,,
23,4070,##가,O,,,,
23,19561,쫄깃,B-EXP,,,,
23,4279,##하,O,,,,
23,4219,##고,O,,,,
23,11703,양도,B-EXP,,,,
23,6958,충분,B-EXP,,,,
23,9448,##해서,O,,,,
23,7538,만족,O,,,,
23,4063,##스,O,,,,
23,4498,##러,O,,,,
23,5133,##웠,O,,,,
23,4576,##습,O,,,,
23,6216,##니다,O,,,,
23,18,.,O,,,,
23,3,[SEP],O,,,,
24,2,[CLS],O,,,,
24,2928,센,B-MENU,,,,
24,4177,##마,I-MENU,,,,
24,10117,##이도,I-MENU,,,,
24,7443,주문,B-EXP,,,,
24,4398,##했,O,,,,
24,18781,##는데,O,,,,
24,6510,개인,B-EXP,,,,
24,4199,##적,I-EXP,,,,
24,10749,##으로,O,,,,
24,4034,##는,O,,,,
24,6681,조금,O,,,,
24,2373,더,B-EXP,,,,
24,3581,크,I-EXP,,,,
24,4325,##게,I-EXP,,,,
24,3037,썰,O,,,,
24,4025,##어,O,,,,
24,4076,##주,O,,,,
24,4181,##면,O,,,,
24,3311,좋,O,,,,
24,27704,##겠다,O,,,,
24,4219,##고,O,,,,
24,6243,생각,B-EXP,,,,
24,4398,##했,O,,,,
24,4576,##습,O,,,,
24,6216,##니다,O,,,,
24,18,.,O,,,,
24,3,[SEP],O,,,,
25,2,[CLS],O,,,,
25,8280,가게,O,,,,
25,4234,##의,O,,,,
25,11177,인테리어,B-AMB,,,,
25,4070,##가,O,,,,
25,6681,조금,O,,,,
25,4172,##만,O,,,,
25,7340,신경,O,,,,
25,16972,쓰였,O,,,,
25,4576,##습,O,,,,
25,6216,##니다,O,,,,
25,18,.,O,,,,
25,3,[SEP],O,,,,
26,2,[CLS],O,,,,
26,8832,미소,B-MENU,,,,
26,22358,맛의,I-MENU,,,,
26,14593,발상,O,,,,
26,4200,##지,O,,,,
26,9809,##라고,O,,,,
26,8462,알려진,O,,,,
26,8280,가게,O,,,,
26,10561,##입니다,O,,,,
26,18,.,O,,,,
26,3,[SEP],O,,,,
27,2,[CLS],O,,,,
27,2677,모,B-MENU,,,,
27,4554,##츠,I-MENU,,,,
27,4065,##나,I-MENU,,,,
27,4295,##베,I-MENU,,,,
27,4234,##의,O,,,,
27,7232,이미지,B-AMB,,,,
27,4192,##와,O,,,,
27,4034,##는,O,,,,
27,6254,다른,O,,,,
27,23708,오리엔,B-AMB,,,,
27,4478,##탈,I-AMB,,,,
27,4283,##한,O,,,,
27,8160,아름다운,B-AMB,,,,
27,11177,인테리어,B-AMB,,,,
27,18,.,O,,,,
27,3,[SEP],O,,,,
28,2,[CLS],O,,,,
28,6254,다른,O,,,,
28,8280,가게,O,,,,
28,4275,##보,O,,,,
28,4176,##다,O,,,,
28,6681,조금,O,,,,
28,10238,비싼,B-EXP,,,,
28,4244,##데,O,,,,
28,4086,##도,O,,,,
28,7288,불구,O,,,,
28,4279,##하,O,,,,
28,4219,##고,O,,,,
28,6576,거의,O,,,,
28,3282,젊,B-PP,,,,
28,4112,##은,I-PP,,,,
28,9602,손님,I-PP,,,,
28,4006,##들,I-PP,,,,
28,4239,##로,O,,,,
28,7777,가득,O,,,,
28,3420,차,O,,,,
28,3249,있,O,,,,
28,4480,##었,O,,,,
28,4820,##던,O,,,,
28,2048,것,O,,,,
28,4112,##은,O,,,,
28,11523,데이트,B-PP,,,,
28,4073,##에,O,,,,
28,6267,사용,O,,,,
28,4279,##하,O,,,,
28,4031,##기,O,,,,
28,3311,좋,O,,,,
28,4031,##기,O,,,,
28,6234,때문,O,,,,
28,4366,##일,O,,,,
28,10397,##까요,O,,,,
28,35,?,O,,,,
28,3,[SEP],O,,,,
29,2,[CLS],O,,,,
29,3755,하,O,,,,
29,4365,##카,O,,,,
29,4194,##타,O,,,,
29,4481,##역,O,,,,
29,8504,근처,O,,,,
29,4118,##라,O,,,,
29,8275,관광객,B-PP,,,,
29,4086,##도,O,,,,
29,2631,많,O,,,,
29,4292,##을,O,,,,
29,2048,것,O,,,,
29,2024,같,O,,,,
29,4576,##습,O,,,,
29,6216,##니다,O,,,,
29,18,.,O,,,,
29,3,[SEP],O,,,,
30,2,[CLS],O,,,,
30,15375,진한,B-EXP,,,,
30,22358,맛의,I-AMB,,,,
30,8832,미소,B-MENU,,,,
30,2637,맛,I-MENU,,,,
30,4007,##이,O,,,,
30,7461,맛있,O,,,,
30,4576,##습,O,,,,
30,6216,##니다,O,,,,
30,18,.,O,,,,
30,3,[SEP],O,,,,
31,2,[CLS],O,,,,
31,21800,유자,B-MENU,,,,
31,11199,고추,I-MENU,,,,
31,4192,##와,O,,,,
31,4234,##의,O,,,,
31,21599,궁합,B-EXP,,,,
31,4007,##이,O,,,,
31,6557,최고,O,,,,
31,10561,##입니다,O,,,,
31,18,.,O,,,,
31,3,[SEP],O,,,,
32,2,[CLS],O,,,,
32,14285,우아,B-EXP,,,,
32,4283,##한,I-EXP,,,,
32,16847,비주얼,B-EXP,,,,
32,4047,##과,O,,,,
32,3110,양,O,,,,
32,18,.,O,,,,
32,3,[SEP],O,,,,
33,2,[CLS],O,,,,
33,6275,가장,O,,,,
33,6365,마음,O,,,,
33,4073,##에,O,,,,
33,2441,들,O,,,,
33,4480,##었,O,,,,
33,4820,##던,O,,,,
33,2048,것,O,,,,
33,4112,##은,O,,,,
33,3441,챤,B-MENU,,,,
33,4248,##폰,I-MENU,,,,
33,4181,##면,I-MENU,,,,
33,10561,##입니다,O,,,,
33,18,.,O,,,,
33,3,[SEP],O,,,,
34,2,[CLS],O,,,,
34,8832,미소,B-MENU,,,,
34,17632,육수,I-MENU,,,,
34,4070,##가,O,,,,
34,2672,면,B-MENU,,,,
34,4073,##에,O,,,,
34,3258,잘,O,,,,
34,21744,스며들,B-EXP,,,,
34,4025,##어,I-EXP,,,,
34,7461,맛있,O,,,,
34,4480,##었,O,,,,
34,4576,##습,O,,,,
34,6216,##니다,O,,,,
34,18,.,O,,,,
34,3,[SEP],O,,,,
35,2,[CLS],O,,,,
35,3441,챤,B-MENU,,,,
35,4248,##폰,I-MENU,,,,
35,4181,##면,I-MENU,,,,
35,21,1,O,,,,
35,4139,##인,O,,,,
35,4473,##분,O,,,,
35,4112,##은,O,,,,
35,12167,양이,B-EXP,,,,
35,2631,많,I-EXP,,,,
35,7218,##다고,I-EXP,,,,
35,3771,했,O,,,,
35,17164,##지만,O,,,,
35,22,2,B-PP,,,,
35,4282,##명,I-PP,,,,
35,4007,##이,O,,,,
35,4129,##서,O,,,,
35,22,2,O,,,,
35,4139,##인,O,,,,
35,4473,##분,O,,,,
35,4292,##을,O,,,,
35,8057,무리,B-EXP,,,,
35,6419,없이,I-EXP,,,,
35,2654,먹,O,,,,
35,4292,##을,O,,,,
35,2967,수,O,,,,
35,3249,있,O,,,,
35,4480,##었,O,,,,
35,4576,##습,O,,,,
35,6216,##니다,O,,,,
35,18,.,O,,,,
35,3,[SEP],O,,,,
36,2,[CLS],O,,,,
36,2677,모,B-MENU,,,,
36,4554,##츠,I-MENU,,,,
36,4065,##나,I-MENU,,,,
36,4295,##베,I-MENU,,,,
36,13515,간장,B-MENU,,,,
36,2637,맛,I-MENU,,,,
36,22,2,O,,,,
36,4139,##인,O,,,,
36,4473,##분,O,,,,
36,3,[SEP],O,,,,
37,2,[CLS],O,,,,
37,2677,모,B-MENU,,,,
37,4554,##츠,I-MENU,,,,
37,4065,##나,I-MENU,,,,
37,4295,##베,I-MENU,,,,
37,14823,된장,B-MENU,,,,
37,2637,맛,I-MENU,,,,
37,22,2,O,,,,
37,4139,##인,O,,,,
37,4473,##분,O,,,,
37,3,[SEP],O,,,,
38,2,[CLS],O,,,,
38,2739,밥,B-MENU,,,,
38,3,[SEP],O,,,,
39,2,[CLS],O,,,,
39,18377,짬뽕,B-MENU,,,,
39,4181,##면,I-MENU,,,,
39,22,2,O,,,,
39,4139,##인,O,,,,
39,4473,##분,O,,,,
39,3,[SEP],O,,,,
40,2,[CLS],O,,,,
40,2904,생,B-MENU,,,,
40,30371,##맥주,I-MENU,,,,
40,4031,##기,B-MENU,,,,
40,4026,##린,I-MENU,,,,
40,11611,이치,I-MENU,,,,
40,4212,##방,I-MENU,,,,
40,4114,##시,I-MENU,,,,
40,23229,##보리,I-MENU,,,,
40,3,[SEP],O,,,,
41,2,[CLS],O,,,,
41,2887,산,B-MENU,,,,
41,11742,##토리,I-MENU,,,,
41,2011,각,O,,,,
41,7527,하이,B-MENU,,,,
41,4899,##볼,I-MENU,,,,
41,3,[SEP],O,,,,
42,2,[CLS],O,,,,
42,2677,모,B-MENU,,,,
42,4554,##츠,I-MENU,,,,
42,4065,##나,I-MENU,,,,
42,4295,##베,I-MENU,,,,
42,4034,##는,O,,,,
42,7365,추천,B-EXP,,,,
42,4279,##하,O,,,,
42,4034,##는,O,,,,
42,14823,된장,B-MENU,,,,
42,2637,맛,I-MENU,,,,
42,4292,##을,O,,,,
42,2654,먹,O,,,,
42,4480,##었,O,,,,
42,4576,##습,O,,,,
42,6216,##니다,O,,,,
42,18,.,O,,,,
42,3,[SEP],O,,,,
43,2,[CLS],O,,,,
43,14823,된장,B-MENU,,,,
43,22358,맛의,I-MENU,,,,
43,12333,국물,O,,,,
43,4047,##과,O,,,,
43,8282,재료,O,,,,
43,4070,##가,O,,,,
43,3258,잘,B-EXP,,,,
43,18037,어울려,I-EXP,,,,
43,4129,##서,O,,,,
43,6669,매우,O,,,,
43,7461,맛있,O,,,,
43,4480,##었,O,,,,
43,4576,##습,O,,,,
43,6216,##니다,O,,,,
43,18,.,O,,,,
43,3,[SEP],O,,,,
44,2,[CLS],O,,,,
44,7669,마무리,O,,,,
44,4034,##는,O,,,,
44,3441,챤,B-MENU,,,,
44,4248,##폰,I-MENU,,,,
44,4181,##면,I-MENU,,,,
44,4292,##을,O,,,,
44,6634,선택,B-EXP,,,,
44,4398,##했,O,,,,
44,4576,##습,O,,,,
44,6216,##니다,O,,,,
44,18,.,O,,,,
44,3,[SEP],O,,,,
45,2,[CLS],O,,,,
45,2677,모,B-MENU,,,,
45,4554,##츠,I-MENU,,,,
45,4234,##의,O,,,,
45,6500,지방,O,,,,
45,4007,##이,O,,,,
45,9116,들어간,O,,,,
45,12333,국물,O,,,,
45,4007,##이,O,,,,
45,3258,잘,B-EXP,,,,
45,19709,어우러져,I-EXP,,,,
45,6557,최고,O,,,,
45,4737,##였,O,,,,
45,4576,##습,O,,,,
45,6216,##니다,O,,,,
45,18,.,O,,,,
45,3,[SEP],O,,,,
46,2,[CLS],O,,,,
46,2971,술,B-MENU,,,,
46,4047,##과,O,,,,
46,2351,단,B-MENU,,,,
46,4173,##품,I-MENU,,,,
46,8297,메뉴,I-MENU,,,,
46,4086,##도,O,,,,
46,6417,다양,B-EXP,,,,
46,9448,##해서,I-EXP,,,,
46,6669,매우,O,,,,
46,3311,좋,O,,,,
46,4494,##았,O,,,,
46,4576,##습,O,,,,
46,6216,##니다,O,,,,
46,18,.,O,,,,
46,3,[SEP],O,,,,
47,2,[CLS],O,,,,
47,13376,평일,O,,,,
47,16709,1800,O,,,,
47,4070,##가,O,,,,
47,6598,지나,O,,,,
47,4129,##서,O,,,,
47,18,.,O,,,,
47,3,[SEP],O,,,,
48,2,[CLS],O,,,,
48,6886,인기,O,,,,
48,3249,있,O,,,,
48,4034,##는,O,,,,
48,8280,가게,O,,,,
48,4139,##인,O,,,,
48,2048,것,O,,,,
48,2024,같,O,,,,
48,4153,##아,O,,,,
48,4129,##서,O,,,,
48,6673,방문,O,,,,
48,3280,전,O,,,,
48,4073,##에,O,,,,
48,6698,전화,O,,,,
48,4239,##로,O,,,,
48,16095,183,O,,,,
48,4058,##0,O,,,,
48,4158,##경,O,,,,
48,22,2,B-PP,,,,
48,4282,##명,I-PP,,,,
48,8866,예약,O,,,,
48,6259,가능,O,,,,
48,4283,##한,O,,,,
48,4200,##지,O,,,,
48,6465,확인,O,,,,
48,4398,##했,O,,,,
48,7933,##어요,O,,,,
48,18,.,O,,,,
48,3,[SEP],O,,,,
49,2,[CLS],O,,,,
49,6340,다음,O,,,,
49,18006,시간대,O,,,,
49,4073,##에,O,,,,
49,8866,예약,O,,,,
49,4007,##이,O,,,,
49,3249,있,O,,,,
49,4025,##어,O,,,,
49,4129,##서,O,,,,
49,21,1,O,,,,
49,18,.,O,,,,
49,25,5,O,,,,
49,12210,##시간,O,,,,
49,4007,##이,O,,,,
49,4181,##면,O,,,,
49,8035,괜찮,O,,,,
49,7218,##다고,O,,,,
49,8866,예약,O,,,,
49,4007,##이,O,,,,
49,2411,되,O,,,,
49,4480,##었,O,,,,
49,7933,##어요,O,,,,
49,18,.,O,,,,
49,3,[SEP],O,,,,
50,2,[CLS],O,,,,
50,6935,목적,O,,,,
50,4112,##은,O,,,,
50,6,"""",O,,,,
50,2677,모,B-MENU,,,,
50,4554,##츠,I-MENU,,,,
50,4065,##나,I-MENU,,,,
50,4295,##베,I-MENU,,,,
50,6,"""",O,,,,
50,18,.,O,,,,
50,3,[SEP],O,,,,
51,2,[CLS],O,,,,
51,6489,그래서,O,,,,
51,10238,비싼,O,,,,
51,2971,술,B-MENU,,,,
51,4112,##은,O,,,,
51,10972,자제,O,,,,
51,4279,##하,O,,,,
51,4219,##고,O,,,,
51,2677,모,B-MENU,,,,
51,4554,##츠,I-MENU,,,,
51,4065,##나,I-MENU,,,,
51,4295,##베,I-MENU,,,,
51,4110,##를,O,,,,
51,7443,주문,B-EXP,,,,
51,4398,##했,O,,,,
51,7933,##어요,O,,,,
51,18,.,O,,,,
51,3,[SEP],O,,,,
52,2,[CLS],O,,,,
52,6511,역시,O,,,,
52,6886,인기,O,,,,
52,3249,있,O,,,,
52,4034,##는,O,,,,
52,8280,가게,O,,,,
52,4118,##라,O,,,,
52,4129,##서,O,,,,
52,7461,맛있,O,,,,
52,7933,##어요,O,,,,
52,18,.,O,,,,
52,3,[SEP],O,,,,
53,2,[CLS],O,,,,
53,14984,하지,O,,,,
53,4172,##만,O,,,,
53,10318,아저씨,O,,,,
53,4034,##는,O,,,,
53,2677,모,B-MENU,,,,
53,4554,##츠,I-MENU,,,,
53,4070,##가,O,,,,
53,20702,그렇게,O,,,,
53,6341,많이,O,,,,
53,6289,필요,B-EXP,,,,
53,4279,##하,I-EXP,,,,
53,4200,##지,I-EXP,,,,
53,3083,않,B-EXP,,,,
53,7218,##다고,I-EXP,,,,
53,3755,하,O,,,,
53,26093,##더라,O,,,,
53,4219,##고,O,,,,
53,4150,##요,O,,,,
53,18,.,O,,,,
53,3,[SEP],O,,,,
54,2,[CLS],O,,,,
54,7505,그래도,O,,,,
54,7669,마무리,O,,,,
54,4239,##로,O,,,,
54,3441,챤,B-MENU,,,,
54,4248,##폰,I-MENU,,,,
54,33000,##면은,I-MENU,,,,
54,2654,먹,O,,,,
54,4219,##고,O,,,,
54,13419,싶어요,O,,,,
54,18,.,O,,,,
54,3,[SEP],O,,,,
55,2,[CLS],O,,,,
55,6489,그래서,O,,,,
55,6554,친구,O,,,,
55,4073,##에,O,,,,
55,4325,##게,O,,,,
55,23107,힘내,O,,,,
55,9809,##라고,O,,,,
55,9738,했어요,O,,,,
55,18,.,O,,,,
55,3,[SEP],O,,,,
56,2,[CLS],O,,,,
56,6291,그리고,O,,,,
56,14905,무사히,O,,,,
56,3441,챤,B-MENU,,,,
56,4248,##폰,I-MENU,,,,
56,4181,##면,I-MENU,,,,
56,10749,##으로,O,,,,
56,7669,마무리,O,,,,
56,4398,##했,O,,,,
56,7933,##어요,O,,,,
56,18,.,O,,,,
56,3,[SEP],O,,,,
57,2,[CLS],O,,,,
57,7461,맛있,O,,,,
57,4480,##었,O,,,,
57,7933,##어요,O,,,,
57,18,.,O,,,,
57,3,[SEP],O,,,,
58,2,[CLS],O,,,,
58,3755,하,O,,,,
